lead1,lead2,lead3
2,53,-20
3,51,-5
-14,35,18
-35,11,31
-45,-15,28
-58,-42,6
-65,-59,-16
-61,-42,-49
-34,-25,-72
0,17,-52
13,8,-28
8,5,-8
-14,-7,2
-35,-36,4
-41,-52,-8
-37,-53,-19
-32,-51,-8
-15,-40,-12
-1,-4,-25
7,22,-34
16,19,-13
16,5,5
5,8,13
-6,-4,32
-18,-14,39
-36,-31,34
-34,-43,21
-17,-45,-13
-24,-49,-44
-28,-8,-40
6,16,-43
23,26,-37
23,29,-29
22,15,-9
5,-13,11
-20,-35,10
-44,-38,5
-49,-41,1
-64,-43,-20
-68,-42,-30
-58,-21,-47
-34,6,-44
-1,23,-10
19,34,22
8,35,20
-5,37,12
-16,19,12
-47,-2,2
-63,9,-13
-62,27,-15
-51,45,-9
-29,66,5
-7,88,26
-2,102,44
-17,99,54
-29,89,53
-39,81,52
-70,61,67
-100,35,100
-134,8,83
-171,-28,81
-190,-66,61
-184,-90,44
-175,-97,48
-154,-80,40
-106,-136,6
-88,-200,-42
-82,-242,-69
-67,-244,-84
-61,-244,-96
-25,-217,-96
15,-169,-102
52,-136,-103
74,-112,-98
81,-88,-81
76,-62,-74
70,-47,-68
54,-32,-54
28,-34,-44
26,-26,-58
30,-9,-72
42,3,-82
53,33,-77
79,67,-67
79,38,-42
76,92,-17
78,94,1
63,70,0
55,40,-2
34,15,3
8,6,10
8,-2,17
0,13,0
10,32,-8
33,47,-16
50,67,-15
47,53,-10
36,31,-17
18,7,-13
5,-16,-5
-13,-28,2
-26,-14,-1
-37,-11,-15
-41,-26,-24
-16,-8,-32
17,23,-22
33,55,-5
21,38,-8
-6,14,-4
-15,0,12
-20,-19,6
-28,-26,-3
-44,-22,-1
-43,-17,-11
-25,-11,-14
-4,-5,-15
2,8,-19
-2,5,-11
0,11,-8
24,12,-14
21,12,-7
-15,6,9
-24,-9,11
-41,-25,-6
-40,-22,-23
-16,-10,-25
1,9,-24
18,8,-36
13,16,-30
3,8,0
-20,-13,17
-55,-35,10
-83,-61,-4
-75,-72,-20
-54,-37,-9
-28,-18,-5
2,0,-19
21,15,-28
26,23,3
23,22,20
17,13,14
4,-13,4
-13,-7,0
-37,-9,-11
-40,-18,-24
-43,-21,-28
-37,-8,-21
-23,11,-11
-17,29,-2
2,30,7
15,34,23
20,34,30
-22,19,31
-38,4,20
-39,-13,5
-51,-19,-18
-53,-24,-40
-46,-26,-44
-35,4,-28
-15,49,-26
1,35,-21
13,34,-4
7,25,5
-6,-5,18
-23,-14,21
-31,-26,10
-44,-48,2
-34,-51,1
-20,-41,0
-18,-25,-16
-10,-5,-17
-7,19,-12
-13,15,-5
-26,12,13
-35,9,38
-50,-12,23
-54,-16,5
-58,-23,-7
-54,-35,0
-29,-9,9
-7,22,16
3,43,3
-2,54,-10
-21,23,10
-34,1,30
-51,-35,46
-53,-67,36
-39,-73,18
-32,-56,12
-35,-44,-8
-31,-38,-37
-16,-31,-49
14,-21,-32
45,9,-12
47,16,6
28,-1,21
4,-12,19
-7,-14,10
-20,-11,5
-24,-2,-5
-17,1,-18
7,13,-25
36,37,-28
42,36,-33
45,38,-25
41,35,-21
38,23,-1
27,13,15
18,1,2
10,-34,-18
5,-57,-20
16,-44,-24
25,-26,-36
37,-13,-43
49,1,-42
74,7,-13
84,9,11
68,21,18
58,21,20
33,5,22
-19,-21,-3
-41,-38,-14
-51,-40,-17
-34,-58,-24
-4,-65,-27
-3,-44,-38
3,-21,-36
35,1,-4
33,-16,14
19,-21,14
5,-30,9
-26,-30,8
-23,-38,-19
3,-25,-15
25,6,-23
35,22,-23
35,31,-19
32,27,-7
19,5,7
-2,-13,9
-16,-27,18
-24,-33,10
-14,-40,-18
-10,-26,-21
-8,-8,0
21,8,12
31,16,2
28,17,-11
17,20,-6
17,21,13
9,-5,22
-17,-23,19
-36,-38,-11
-27,-56,-29
-34,-37,-43
-13,-7,-41
19,13,-22
46,21,0
55,34,16
44,33,30
16,27,26
-9,-3,25
-25,-22,1
-25,-39,-7
3,-35,-16
6,-18,-24
-11,-1,-36
-6,8,-43
30,17,-36
47,29,-20
40,41,-10
20,32,26
4,10,1
-18,-11,0
-22,-31,-4
-15,-26,-11
-17,-15,-15
-13,-11,-13
-5,-18,-22
10,10,-19
26,49,-6
34,40,15
39,23,26
21,4,32
-16,-18,21
-28,-25,1
-21,-27,-4
2,-8,-16
22,10,-20
34,12,-19
36,11,-1
26,5,10
9,4,18
-4,6,28
-28,-9,25
-43,-14,24
-40,-7,20
-15,10,-8
6,42,4
18,61,13
37,75,2
45,80,5
30,55,11
17,43,10
8,14,27
0,-14,22
4,-30,11
10,-12,7
13,10,10
36,20,2
54,38,7
56,55,11
40,59,13
32,53,30
43,28,51
33,14,67
26,-1,69
15,-32,37
9,-37,10
4,-15,-12
3,7,-10
27,35,6
47,46,13
52,38,14
52,32,15
51,31,26
45,35,44
22,15,45
11,5,41
-10,-10,37
-20,-5,30
-15,5,22
-15,11,12
-14,26,10
24,37,6
60,37,-4
68,39,-5
69,44,7
78,44,12
77,45,14
70,37,7
45,19,11
18,4,24
0,2,19
-2,-14,19
3,-27,14
-6,-29,3
19,-6,-15
26,19,14
19,29,21
5,21,29
2,5,24
-7,-23,23
-28,-32,4
-44,-26,-16
-37,-19,-22
-44,-7,-16
-21,15,-32
-9,28,-43
38,23,-32
55,36,-5
55,55,18
29,51,28
-6,18,25
-44,-7,10
-54,-19,6
-47,-36,-4
-39,-40,-7
-17,-18,-7
-4,3,-10
13,15,-14
23,27,-7
17,30,5
21,27,18
15,2,24
-4,-19,29
-15,-16,23
-3,-8,21
9,-4,25
-4,-11,20
45,14,27
48,35,27
45,34,38
38,29,49
18,13,44
4,2,54
14,1,64
21,-2,59
18,-12,45
16,-29,4
32,-14,-24
40,4,-22
54,13,-5
55,26,19
45,27,32
37,20,38
3,12,35
-36,4,16
-42,-13,9
-45,-20,-2
-42,-24,-14
-17,-39,-12
20,-5,-5
34,9,-6
52,7,2
60,8,12
58,1,15
36,8,-3
2,18,-17
11,13,-17
19,4,-24
17,23,-21
33,41,1
53,68,8
63,130,32
41,140,44
12,137,67
-10,127,81
-36,106,88
-38,78,91
-39,59,85
-49,53,62
-60,49,67
-59,51,86
-77,55,97
-87,52,103
-96,34,100
-111,-9,92
-124,-57,98
-115,-109,81
-99,-149,36
-74,-161,-16
-37,-151,-64
-5,-143,-76
30,-116,-92
56,-105,-76
72,-113,-78
79,-107,-83
79,-110,-78
60,-125,-71
57,-132,-56
76,-116,-53
90,-94,-57
75,-65,-63
84,-28,-60
115,17,-46
145,52,-39
155,78,-10
140,95,9
122,88,20
92,67,33
65,48,30
41,29,16
26,11,4
19,11,13
33,48,17
55,54,13
73,68,18
93,75,29
83,64,25
47,33,10
23,0,-17
16,-12,-23
9,-16,-27
21,11,-29
50,45,-21
65,75,5
84,86,31
91,63,21
57,35,15
44,-15,27
11,-38,21
4,-31,23
7,-31,15
0,-18,8
15,4,3
44,22,7
52,27,20
55,14,21
55,3,15
32,16,23
-4,-5,32
-4,-27,16
6,-29,4
-5,-18,-9
-5,-26,-1
-4,-9,4
26,-1,6
55,15,-2
70,27,10
61,50,13
48,50,39
21,21,47
-8,-4,44
-31,-19,54
-44,-18,51
-38,-5,45
-34,7,26
-36,7,7
-12,20,5
47,50,1
63,48,15
51,44,38
37,40,37
21,16,32
1,-13,34
-8,-13,15
-3,3,3
13,7,3
32,30,-2
35,72,-17
45,76,-13
52,54,10
46,45,37
-1,22,54
-17,12,50
3,20,18
15,22,1
28,18,-12
42,35,-30
63,53,-19
67,46,11
61,31,26
44,9,40
10,-12,57
-26,-14,53
-42,-19,29
-30,-39,0
-6,-43,-23
21,-10,-8
34,7,3
47,21,15
45,21,18
30,33,17
19,33,17
-2,24,23
-23,2,22
-30,-30,7
-26,-42,-1
-6,-41,0
18,-34,-7
37,-13,2
48,9,9
54,20,19
41,22,24
29,20,28
-4,14,22
-27,-7,11
-21,-27,5
-12,-39,-6
-14,-24,-12
-7,-12,-25
13,21,-31
30,39,-11
37,39,-10
34,36,-2
28,11,-8
26,-11,-4
-10,-33,9
-35,-45,16
-35,-56,0
-3,-41,-24
22,-1,-40
62,18,-42
86,38,-37
106,49,-39
93,29,4
75,24,26
47,-3,19
25,-29,1
12,-38,-20
6,-9,-50
56,52,-45
78,54,-31
71,41,-19
48,29,-11
36,21,1
26,5,-1
12,-10,-21
14,-26,-19
16,-28,-17
20,-13,-42
42,-9,-44
62,0,-37
85,14,-26
60,25,1
49,20,20
37,8,23
11,-15,16
-3,-29,14
7,-30,3
46,-29,-22
54,-19,-25
41,6,-17
44,17,0
42,13,27
39,11,46
39,1,53
38,-7,54
19,-8,56
-6,-22,68
-17,-27,70
-31,-34,55
-40,-33,18
-34,-29,1
-21,-13,1
-2,23,-9
7,38,-17
33,45,-24
40,27,-26
31,4,-14
3,-12,9
-25,-23,5
-36,-28,3
-30,-36,12
-29,-36,15
-14,-14,5
11,25,-4
39,52,10
59,69,22
64,68,23
42,54,52
24,19,56
7,-12,48
11,-11,29
15,0,3
31,10,-2
31,17,0
32,26,2
28,27,17
21,29,41
3,24,46
-12,-8,47
-6,-45,48
1,-45,36
-9,-26,17
7,14,-33
32,48,-42
51,64,-23
62,76,8
54,78,36
54,67,58
50,46,52
35,21,23
-1,-21,18
-19,-34,28
-24,-30,13
-28,-12,-4
-10,8,-6
14,25,-7
27,48,3
26,68,14
25,74,20
16,53,22
8,20,28
0,-2,26
-7,-13,18
-15,-18,-2
-12,-16,3
-10,7,-16
7,16,-24
27,12,-18
44,18,1
40,37,10
32,65,39
0,34,44
-22,13,45
-29,7,30
-18,1,6
-16,2,-8
9,16,-17
38,37,-17
43,57,-5
43,53,14
31,33,28
3,5,10
-26,-13,4
-43,-15,6
-44,2,3
-23,10,-23
8,23,-18
25,39,-14
22,39,-3
2,32,6
-1,8,11
-15,-21,20
-28,-38,22
-31,-34,3
-29,-54,-19
-19,-52,-18
3,-19,-16
20,2,-23
26,3,-13
34,20,-5
44,37,-2
38,27,19
9,1,36
-18,-24,32
-38,-40,15
-32,-22,7
-1,-5,7
23,13,0
41,40,-12
60,37,-18
72,27,-12
56,24,10
46,38,23
37,37,27
13,-6,26
3,-39,14
-3,-37,4
-14,-27,5
-15,-13,-4
-3,33,-14
22,44,-11
17,31,-10
0,22,4
-7,7,18
-12,-25,30
-23,-50,21
-37,-61,10
-34,-67,1
-32,-71,-2
-16,-57,-5
12,-34,-15
30,-12,-27
38,-3,-9
40,-26,17
17,-28,37
0,-27,33
-16,-30,18
-31,-39,15
-28,-42,20
-4,-6,-8
27,30,-11
38,39,-1
42,39,16
35,34,16
21,23,27
-2,7,42
-25,-18,25
-36,-21,-7
-31,-3,-24
-38,21,-27
-23,42,-22
1,42,-13
25,25,10
26,-2,13
9,-8,15
11,-17,23
-9,-10,7
-12,-15,12
-10,-11,21
-21,-16,12
-26,-9,-1
-13,3,-3
-6,9,-12
25,31,-14
33,32,-7
29,15,5
16,6,23
-5,6,47
-23,2,46
-28,22,25
-20,52,16
-17,86,24
-24,115,43
-4,117,59
11,130,90
11,133,120
-9,123,124
-48,110,99
-80,87,92
-102,47,90
-148,-4,96
-186,-59,75
-213,-86,60
-203,-108,54
-156,-116,52
-102,-118,39
-63,-152,-1
-16,-165,-30
8,-182,-47
17,-201,-51
12,-216,-54
-4,-207,-73
-2,-181,-89
8,-129,-90
44,-73,-95
79,-43,-76
80,-22,-37
74,9,-10
69,25,7
58,35,-9
48,41,-17
42,35,-13
33,23,-7
36,36,-20
54,73,-17
70,94,-3
67,90,-7
56,77,-8
52,82,6
34,57,23
9,26,24
6,9,13
14,25,8
11,35,-9
28,50,-30
50,73,-39
75,71,-22
85,61,-8
74,50,0
58,38,16
39,31,18
-3,28,23
-16,1,-9
-16,-6,-21
2,-3,-11
16,10,3
28,28,5
42,31,-1
39,34,0
33,47,22
21,39,32
9,26,17
-7,7,-2
-13,-11,10
-11,-17,7
-20,-41,-8
-9,-53,-17
7,-41,-14
9,-4,-14
20,26,-19
28,11,-22
17,1,-8
3,-15,8
-23,-42,12
-29,-52,21
-23,-49,26
-18,-46,19
-6,-30,11
5,1,1
20,35,2
26,54,-34
19,38,9
14,18,25
-14,-12,28
-46,-42,32
-63,-44,20
-46,-14,-5
-21,5,-8
-17,-5,-4
-16,-8,10
4,11,3
19,13,17
12,10,13
-2,4,10
-17,2,25
-30,-6,34
-29,-16,25
-22,-21,1
-26,-16,-20
-26,-13,-26
-15,14,-33
9,35,-35
26,45,-34
43,41,-21
37,36,-18
5,10,-19
-10,-18,-1
7,-22,17
-31,-25,21
-36,-36,15
-34,-42,4
-41,-34,-10
-24,-10,-15
-5,14,-25
10,42,-24
23,42,-5
-2,40,10
-26,22,7
-41,0,7
-44,-20,8
-54,-30,5
-51,-26,3
-23,-9,0
-4,11,18
2,18,7
15,18,6
15,26,15
2,18,19
-7,-11,20
-19,-36,27
-33,-36,17
-28,-14,-10
-22,-21,8
-16,7,18
3,22,4
26,28,-16
3,-2,-12
-25,-12,-3
-53,-18,16
-51,-37,12
-23,-19,2
-12,-14,-18
6,-5,-18
40,13,-12
43,22,-11
33,16,0
17,20,14
9,18,24
8,-3,14
-4,-13,12
1,-3,1
-4,21,-7
-14,28,-24
-3,14,-40
29,16,-24
64,33,-15
59,28,-20
65,6,6
27,2,39
-19,-5,35
-38,-21,25
-31,-39,11
-22,-46,-11
-10,-55,-25
4,-52,-36
14,-29,-23
41,4,2
41,21,3
21,0,8
11,-24,7
-4,-45,8
-30,-51,2
-43,-54,-17
-23,-59,-27
-11,-57,-30
-6,-33,-36
13,-20,-37
23,0,-31
25,19,-11
22,40,7
6,31,18
0,-1,17
-14,-15,3
-30,-13,1
-47,-18,-14
-46,-26,-11
-21,-34,2
-8,-23,10
-8,0,-9
-4,13,-7
-6,-6,15
-23,-24,22
-39,-32,8
-56,-36,-1
-44,-34,-20
-30,-41,-34
-12,-28,-28
15,-7,-15
24,1,8
-18,-8,18
12,-7,25
-6,-27,30
-23,-54,15
-28,-51,-8
-30,-39,-23
-35,-39,-19
-24,-3,-25
-12,19,-24
4,32,-27
22,28,-18
14,35,-21
0,43,-21
-7,12,-2
-29,-10,-3
-37,-20,-5
-50,-25,-13
-56,-41,-26
-29,-33,-39
-3,-10,-48
3,-5,-38
0,33,-36
-4,38,-7
-10,27,26
-21,23,28
-32,8,-14
-48,-17,-37
-49,-27,-35
-28,-33,-31
-8,-22,-36
2,-5,-34
18,6,-36
20,14,-44
18,70,-26
13,30,-12
-2,1,5
-18,-20,3
-28,-146,-19
-39,-69,-20
-14,-36,-32
12,-1,-41
21,39,-26
33,52,-22
44,40,-28
44,22,-7
26,3,16
-17,-1,8
-26,-12,-27
-27,-7,-43
-13,7,-37
-8,14,-37
-11,27,-38
-7,18,-10
16,-9,12
8,-21,14
-6,-25,14
-23,-16,24
-36,-20,22
-31,-13,2
-28,5,-11
-11,24,-12
7,47,-11
19,23,-9
-3,31,6
-6,19,11
-30,10,28
-67,3,32
-70,-7,28
-50,-21,10
-30,-23,-9
-25,-10,-13
-23,17,-13
-10,33,-18
22,39,-17
21,49,-6
6,45,10
3,35,20
-6,7,21
-32,-36,24
-45,-52,25
-31,-42,16
-26,-26,5
-12,-17,-20
-14,7,-13
5,44,9
23,70,23
17,67,21
4,50,29
13,31,40
-25,3,28
-39,-15,3
-33,-16,-22
-14,-13,-28
-23,-17,-27
-22,-5,-29
14,29,-9
31,24,0
33,12,3
21,4,3
8,-14,15
-12,-22,20
-17,-19,8
-12,0,-14
14,24,-34
31,32,-41
39,25,-40
36,21,-22
-3,-6,17
-13,-34,36
-22,-67,41
-44,-82,16
-67,-81,1
-66,-75,1
-33,-52,-18
-12,-24,-30
2,-8,-29
2,4,-11
5,7,-2
1,-3,3
-18,-25,1
-34,-31,24
-57,-35,28
-69,-27,31
-54,-22,13
-48,-15,5
-27,-7,8
-6,3,0
16,22,-10
32,25,-9
35,24,-16
25,17,-2
12,0,0
-26,-27,5
-58,-56,3
-61,-62,-17
-47,-62,-40
-14,-51,-56
20,-18,-55
50,1,-27
66,8,-6
53,17,2
27,27,4
6,13,4
2,-6,5
-27,-35,-8
-37,-41,-26
-39,-52,-50
-20,-42,-65
-2,-5,-68
9,19,-39
12,27,-14
10,22,-9
8,16,2
-7,8,15
-36,1,21
-44,8,25
-49,32,17
-38,73,37
-28,97,70
-70,100,90
-91,68,117
-120,26,127
-144,-15,114
-182,-46,95
-203,-75,77
-226,-96,61
-215,-107,62
-180,-106,47
-125,-107,-7
-53,-124,-47
-13,-141,-81
10,-174,-85
4,-207,-71
0,-199,-62
-7,-169,-71
-16,-148,-71
8,-136,-74
27,-117,-80
54,-71,-78
71,-32,-55
74,-12,-47
84,6,-39
78,19,-25
77,23,-24
58,23,-14
37,15,4
28,12,17
25,31,0
17,56,-21
51,67,-27
62,64,-30
59,80,-19
58,83,-1
54,69,-8
27,21,-4
10,-9,5
-1,-30,-6
-1,-19,-19
-7,-17,-25
11,2,-24
49,22,-20
46,48,-31
39,62,-32
28,51,-10
13,57,9
-16,43,36
-37,15,54
-43,-12,44
-42,-31,27
-39,-24,-6
-2,19,-26
27,32,-24
33,29,-31
25,36,-6
4,10,12
-11,-7,17
-25,-13,11
-33,-19,-17
-47,-16,-34
-56,2,-34
-17,25,-25
7,32,-37
26,29,-32
35,22,-3
34,25,10
33,33,9
16,27,10
-42,-6,-15
-42,-28,-16
-19,-36,-24
-10,-9,-42
15,4,-41
29,11,-20
35,10,-6
34,25,-5
25,30,6
2,26,14
-35,0,23
-50,-17,5
-45,-18,-16
-50,-32,-42
-57,-36,-53
-40,-26,-47
-16,6,-48
6,39,-28
9,41,8
2,29,20
13,34,15
-4,22,10
-26,-5,16
-29,-18,13
-24,-24,-4
-41,-24,-26
-24,11,-23
8,53,-16
26,64,-12
33,63,-10
17,48,3
4,41,2
-23,7,-19
-35,-16,-17
-39,-35,-1
-37,-29,0
-35,-14,-14
-8,8,-8
15,43,-16
11,44,1
-11,38,5
-34,15,14
-73,-13,6
-84,-26,-9
-67,-30,-15
-63,-31,-16
-45,-15,-21
-12,5,-18
15,20,-6
11,25,5
9,20,18
-17,6,22
-35,-7,15
-38,8,-7
-51,16,-15
-55,10,-11
-46,-1,-13
-32,-7,-20
-10,14,-16
9,40,-23
25,58,-11
28,65,8
15,68,15
7,48,13
-5,31,-1
-35,26,-3
-64,11,6
-67,3,11
-54,9,-4
-36,12,-17
-9,18,-24
22,37,-8
42,56,4
51,51,17
40,28,21
8,14,12
0,4,6
13,-12,-13
18,-22,-11
11,-25,-9
4,-21,-16
36,14,-36
54,27,-44
63,37,-43
55,41,-45
42,36,-6
33,10,6
7,-10,0
-11,-33,-13
-12,-25,-15
-18,1,-17
-8,21,-21
10,38,-17
21,44,-9
30,41,-13
19,28,-15
18,8,-13
-14,-24,-7
-23,-36,-7
0,-42,-5
5,-37,2
30,-9,-7
58,8,-15
72,30,-9
64,27,-1
44,21,0
11,10,5
-22,-19,7
-41,-34,6
-36,-45,-1
-24,-59,-9
-7,-39,-25
20,4,-33
46,31,-41
50,30,8
21,30,20
-2,19,30
-19,-13,30
-30,-13,31
-52,-21,18
-69,-35,9
-58,-28,3
-10,-4,2
37,17,2
61,36,-4
58,41,-6
51,31,-2
45,34,3
35,20,13
6,-20,19
-21,-34,18
-29,-20,9
-27,-7,12
-15,-6,15
5,5,22
22,30,27
28,43,26
18,42,42
13,36,56
-9,-3,60
-15,-21,51
-20,-19,53
-20,-21,64
-22,-23,48
-11,-12,10
7,-6,1
31,10,5
33,29,7
24,11,45
-4,-7,58
-31,-25,55
-44,-5,52
-27,2,38
-23,1,22
0,13,15
18,21,16
14,48,29
12,51,35
-2,26,38
-14,-4,45
-32,-10,54
-35,-23,52
-34,-27,49
-27,-40,33
-13,-38,18
22,-27,-2
43,4,-11
38,27,-7
29,29,10
30,11,29
14,0,30
4,-16,28
2,-33,36
-10,-47,30
-8,-48,8
4,-23,-6
22,-3,-5
44,21,-6
42,30,1
22,20,22
27,22,27
28,22,24
37,23,22
18,7,23
1,-22,12
-6,-50,-22
-16,-50,-31
-20,-51,-30
-21,-33,-43
-10,-10,-21
11,12,-8
9,27,0
10,19,8
2,14,16
-27,0,21
-31,-13,18
-4,-10,5
-2,-15,-10
-11,-12,-14
-15,-2,-23
13,15,-38
50,37,-38
63,42,-36
44,46,-20
30,30,-15
11,-7,2
1,-25,-11
10,-30,-18
19,-15,-21
27,-1,-26
40,5,-29
47,10,-13
44,3,5
23,3,15
10,0,32
-4,-14,32
-14,-9,30
-22,-1,26
-13,-1,16
-6,-5,13
4,20,4
28,29,-2
52,36,1
50,38,-6
49,44,0
43,25,10
17,-4,11
-7,-34,10
0,-45,3
26,-7,-8
27,21,-13
31,31,-9
47,33,-13
39,35,-29
27,36,-11
30,18,3
-5,-12,6
-35,-37,2
-45,-52,-7
-31,-60,-23
-15,-62,-31
-31,-56,-27
-19,-34,-21
14,10,-18
14,33,-5
18,28,10
37,35,21
29,14,30
-5,-33,42
-44,-60,41
-49,-42,12
-45,-30,-25
-14,-3,-29
12,28,-29
29,46,-26
26,41,-10
19,32,31
7,19,41
-4,-13,36
-5,-27,20
-20,-19,2
-18,-1,-7
-5,0,-11
8,-3,-32
18,-9,-33
11,-5,-11
-2,8,-2
-11,-3,21
-24,-28,33
-17,-49,30
-15,-36,29
-14,-18,6
-3,-16,-19
36,-21,-22
62,-8,9
31,28,20
8,37,18
-4,27,40
-29,20,48
-35,18,37
-24,22,25
-24,36,5
-5,42,3
-4,63,-10
3,99,7
14,134,38
25,151,51
2,132,70
-24,104,111
-70,68,121
-121,25,114
-155,-20,104
-172,-50,84
-187,-71,73
-183,-81,61
-171,-91,44
-138,-96,26
-81,-102,3
-27,-119,-32
7,-135,-47
22,-143,-55
10,-176,-76
5,-196,-95
7,-179,-95
21,-158,-110
56,-127,-115
80,-96,-114
92,-58,-102
97,-25,-97
91,-6,-88
82,75,-50
60,35,-34
58,10,-32
49,12,-34
60,29,-21
62,75,-24
72,101,-22
83,107,-8
69,96,20
43,84,42
22,77,46
21,59,44
34,45,31
39,28,19
33,28,9
33,39,-5
43,46,-16
57,62,-3
72,65,9
72,59,15
80,54,23
69,39,44
46,17,46
11,-2,25
3,-14,5
18,-11,-17
34,-1,-30
34,16,2
57,32,21
58,36,21
49,26,9
32,24,7
1,27,10
-17,26,-1
-29,14,-3
-32,7,-7
-17,3,-10
8,1,0
36,5,6
57,3,14
61,7,42
25,19,52
2,3,47
-32,-21,34
-45,-31,27
-55,-35,25
-19,-17,9
1,-4,-1
-13,-3,-9
-15,-3,-17
14,8,-18
43,22,-21
58,40,-4
65,28,29
50,22,30
26,23,17
2,8,1
-18,-10,-12
-23,-20,-13
-31,-18,-16
-22,-6,-33
-16,0,-39
12,17,-40
34,28,-32
45,39,-16
53,52,-16
34,46,-12
29,19,-9
27,5,13
6,-30,43
-3,-50,38
-6,-56,27
-2,-64,21
-17,-73,10
-27,-47,-5
-32,-4,-14
-32,16,-17
-5,48,-8
3,49,4
14,27,20
14,2,12
15,-15,6
7,-22,-9
3,-23,-20
-2,-21,-46
-1,-10,-56
5,11,-25
14,12,-9
5,-9,-7
-17,-13,3
-36,-11,22
-60,-26,31
-81,-48,28
-75,-60,0
-66,-39,-24
-52,-41,-33
-30,-31,-46
-6,-1,-42
19,8,-16
32,1,10
27,-7,16
-7,-13,14
-27,-26,12
-30,-50,-6
-23,-38,-5
-33,-39,-20
-19,-39,-34
40,-14,-43
65,-2,-23
69,6,-13
50,21,2
27,11,-5
4,-23,-14
-6,-37,-18
-15,-38,-15
-11,-23,-20
11,-16,-27
26,-21,-34
32,-23,-35
21,-26,-24
38,-27,-20
70,-10,-30
81,25,-36
84,40,-37
82,38,-15
80,27,10
75,20,20
42,-11,17
7,-31,25
0,-34,8
0,-33,-13
7,-36,-19
10,-27,-13
19,1,-7
29,17,-19
23,20,-30
28,18,-31
29,1,-21
11,-7,-15
2,-6,-17
-24,-29,-17
-29,-42,-19
-15,-42,-26
4,-23,-34
38,-5,-38
62,-3,-29
47,7,-28
30,21,-12
13,15,-2
-5,-6,-9
-13,-25,-4
-17,-50,-3
-24,-49,-9
-33,-34,3
-31,-2,-11
-15,12,-8
-4,30,-4
8,35,6
13,36,22
-10,-18,23
-32,-47,18
-40,-48,-4
-37,-38,-26
-34,-50,-25
-51,-53,-9
-28,-32,-1
8,12,-7
38,42,-8
57,62,14
78,60,31
67,40,44
38,25,30
23,5,31
-4,-4,30
-30,-15,34
-48,-27,15
-48,-37,-9
-41,-34,-16
-35,-30,-29
-12,-21,-31
12,0,-30
20,8,-31
30,24,-15
31,14,8
25,-6,30
20,-26,33
0,-29,27
-7,-11,29
1,2,23
15,14,13
23,19,-9
23,39,0
25,40,34
40,30,54
40,14,47
23,-16,43
-11,-21,43
-9,-23,45
-14,-27,24
-22,-25,3
-18,-8,7
-8,14,10
22,41,21
19,41,19
18,33,2
11,24,8
-15,4,31
-35,-17,36
-42,-40,13
-32,-48,3
-23,-47,4
-17,-31,6
-4,-24,-7
2,-20,-14
13,-17,-19
23,15,-14
41,42,5
40,44,17
32,6,20
21,-8,37
15,-14,42
1,-28,20
-23,-36,-4
-26,-50,-17
-26,-65,-10
-16,-69,-6
-9,-65,-14
-4,-31,-20
5,3,-2
9,18,4
27,22,7
67,42,4
75,45,-4
58,29,-4
47,20,-4
24,6,6
-2,1,6
-13,7,15
-17,10,19
-17,9,34
-2,21,27
2,-27,16
-5,-37,19
-2,-34,15
-6,8,-1
33,45,-1
45,54,18
63,46,18
55,38,15
28,34,23
3,28,21
-16,5,27
-61,-17,15
-79,-26,7
-81,-22,11
-42,-22,11
1,-8,1
3,15,14
19,4,20
1,-13,23
-30,-17,29
-51,-21,30
-56,-35,32
-44,-34,20
-24,-21,-7
-4,-9,-25
26,-5,-40
35,10,-47
22,20,-23
22,18,0
30,9,9
25,-5,19
-1,-25,30
-27,-48,18
-35,-60,5
-25,-58,-1
-7,-52,-3
-13,-74,-34
18,-14,-37
37,22,-55
30,34,-57
0,26,-32
-19,5,-8
-25,-22,4
-40,-44,6
-33,-50,-10
-20,-42,-30
-3,-41,-53
3,-29,-56
6,5,-40
22,20,-29
38,34,-22
40,22,-31
24,9,-38
22,0,-23
26,-1,17
15,-6,35
-10,-16,31
-21,-18,18
-42,-17,11
-48,-7,4
-40,3,-10
-29,21,-24
-3,52,-23
9,82,0
5,114,13
4,143,30
-7,156,61
-15,154,74
-17,145,81
-29,117,81
-70,66,81
-110,43,89
-119,31,87
-117,24,82
-119,-2,63
15,-7,-26
3,9,-21
11,-2,-23
-4,5,-11
-21,4,9
-18,-23,12
-20,-34,-10
-25,-33,-17
-28,-29,-13
-17,-14,-27
3,4,-32
15,30,-17
26,27,-14
4,7,-26
-14,-24,-6
-44,-38,1
-66,-53,0
-73,-47,-4
-65,-44,-10
-58,-42,-21
-53,-37,-25
-30,-31,-48
-21,-13,-53
-11,6,-49
5,10,-27
17,9,9
-15,-25,21
-36,-60,7
-48,-77,-8
-55,-72,-11
-27,-50,-19
-11,-5,-2
5,20,6
15,26,2
11,33,-7
6,18,-4
-1,8,18
-8,8,29
-17,-1,26
-29,-24,33
-30,-31,20
-8,-31,1
9,-25,-4
40,-4,-21
42,-2,-19
41,-9,2
32,-8,-1
3,-16,-22
-24,-20,-28
-21,-29,-31
-12,-22,-38
-13,-16,-43
14,-4,-35
52,0,-10
68,4,-2
69,-6,-14
52,-15,-3
42,-13,11
-1,-50,5
-20,-60,-11
-24,-66,-26
-27,-59,-22
-26,-57,-10
-22,-41,-14
-8,-8,-13
43,11,7
62,11,21
47,-2,21
27,-17,27
9,-33,25
